x,MeanCluster6,MeanCluster5,MeanCluster4,MeanCluster3,MeanCluster2,MeanCluster1
1.534,0.5759,0.6497,0.548616,0.514075,0.425311111,0.349
1.535,0.576,0.6499,0.54876,0.5141875,0.425477778,0.349
1.536,0.5762,0.65007,0.548916,0.5143375,0.425611111,0.3491
1.537,0.5763,0.65019,0.549112,0.51455,0.425733333,0.3493
1.538,0.57645,0.65038,0.54932,0.5147375,0.4259,0.3495
1.539,0.57655,0.65046,0.549428,0.5148375,0.426044444,0.3496
1.54,0.5766,0.65056,0.549544,0.5149875,0.426122222,0.3497
1.541,0.57655,0.65069,0.549648,0.5151375,0.426222222,0.3498
1.542,0.5766,0.65083,0.549776,0.5152625,0.426344444,0.3499
1.543,0.57675,0.65098,0.549892,0.515425,0.4265,0.35
1.544,0.5769,0.65112,0.550052,0.5155625,0.426677778,0.3502
1.545,0.57705,0.65132,0.550172,0.515675,0.426777778,0.3503
1.546,0.57725,0.65144,0.550312,0.5158375,0.426855556,0.3504
1.547,0.57735,0.65153,0.550456,0.5159875,0.426955556,0.3505
1.548,0.5775,0.65168,0.550644,0.5162125,0.427111111,0.3507
1.549,0.5776,0.65177,0.550764,0.5163625,0.427233333,0.3508
1.55,0.57765,0.65191,0.550884,0.5165125,0.427388889,0.3509
1.551,0.57775,0.65204,0.55104,0.516675,0.427544444,0.351
1.552,0.57785,0.65215,0.55116,0.5168375,0.427666667,0.3511
1.553,0.57785,0.6523,0.551272,0.51695,0.427777778,0.3514
1.554,0.57795,0.65244,0.551416,0.5171,0.427944444,0.3516
1.555,0.5781,0.65252,0.551528,0.517225,0.428022222,0.3518
1.556,0.5783,0.65261,0.55162,0.5173625,0.428111111,0.3518
1.557,0.5784,0.65274,0.551732,0.5174875,0.428188889,0.3517
1.558,0.5785,0.65284,0.55184,0.5176,0.4283,0.3517
1.559,0.57865,0.65298,0.551992,0.517775,0.428411111,0.3518
1.56,0.5787,0.65304,0.55208,0.51785,0.428511111,0.3519
1.561,0.5787,0.6531,0.552184,0.5180125,0.428655556,0.3521
1.562,0.57875,0.65324,0.552352,0.5182,0.428811111,0.3523
1.563,0.5788,0.65338,0.552468,0.5183875,0.428866667,0.3526
1.564,0.5789,0.6535,0.552572,0.5185375,0.428911111,0.3527
1.565,0.579,0.65359,0.552652,0.518575,0.429,0.3526
1.566,0.5792,0.65375,0.5528,0.5187125,0.429122222,0.3526
1.567,0.57935,0.65385,0.552896,0.51885,0.429255556,0.3527
1.568,0.5795,0.65393,0.553,0.518975,0.429366667,0.3528
1.569,0.57955,0.65401,0.55312,0.5190625,0.429455556,0.3532
1.57,0.57965,0.65413,0.553264,0.5192125,0.429588889,0.3535
1.571,0.57965,0.65424,0.553304,0.519325,0.429633333,0.3536
1.572,0.5796,0.65433,0.553336,0.5194125,0.429666667,0.3537
1.573,0.57975,0.65446,0.553468,0.5196,0.4298,0.3538
1.574,0.57985,0.65459,0.553568,0.5197375,0.429911111,0.3538
1.575,0.58,0.65471,0.553704,0.5199,0.430022222,0.3538
1.576,0.5801,0.65482,0.553808,0.520025,0.430144444,0.3539
1.577,0.58015,0.65491,0.553932,0.5200875,0.4303,0.354
1.578,0.5802,0.65494,0.554008,0.520125,0.430377778,0.3541
1.579,0.58035,0.65501,0.554076,0.520225,0.430444444,0.3543
1.58,0.5805,0.65508,0.554168,0.5203375,0.430544444,0.3545
1.581,0.58055,0.65532,0.554328,0.5205,0.430688889,0.3547
1.582,0.58055,0.65546,0.554432,0.5206125,0.4308,0.3547
1.583,0.58055,0.65554,0.554544,0.5207625,0.430911111,0.3546
1.584,0.58055,0.65563,0.554636,0.5209,0.430988889,0.3546
1.585,0.58075,0.65566,0.554716,0.52095,0.431066667,0.3548
1.586,0.58105,0.65576,0.554844,0.521025,0.431166667,0.3549
1.587,0.58125,0.65593,0.554928,0.5210375,0.4313,0.3549
1.588,0.58125,0.65605,0.555032,0.521125,0.431422222,0.355
1.589,0.5811,0.65616,0.555108,0.5213,0.431533333,0.3551
1.59,0.58105,0.65626,0.555204,0.5215,0.4316,0.3552
1.591,0.5811,0.65638,0.555296,0.5215875,0.431611111,0.3554
1.592,0.58115,0.6565,0.555436,0.5217125,0.431744444,0.3557
1.593,0.5813,0.65657,0.555528,0.5217875,0.431844444,0.356
1.594,0.5814,0.65662,0.555636,0.521875,0.431966667,0.3562
1.595,0.58155,0.6567,0.5557,0.522,0.432088889,0.3562
1.596,0.5816,0.6568,0.55576,0.522125,0.4322,0.3562
1.597,0.58175,0.65693,0.555812,0.5222125,0.432233333,0.356
1.598,0.58195,0.65704,0.555872,0.5223125,0.432288889,0.3559
1.599,0.58195,0.65714,0.556,0.522425,0.432411111,0.356
1.6,0.582,0.65725,0.556144,0.52255,0.432488889,0.3562
1.601,0.5821,0.65724,0.55622,0.5226375,0.432577778,0.3564
1.602,0.58215,0.65724,0.556296,0.5226875,0.432677778,0.3566
1.603,0.5822,0.65732,0.556344,0.52275,0.432688889,0.3567
1.604,0.5823,0.65742,0.556392,0.5227875,0.432722222,0.3567
1.605,0.5824,0.65756,0.556484,0.5228625,0.432855556,0.3568
1.606,0.5826,0.6577,0.556604,0.52295,0.432944444,0.3569
1.607,0.5826,0.6577,0.55666,0.5231,0.433022222,0.3571
1.608,0.58255,0.65778,0.556788,0.5232875,0.433188889,0.3573
1.609,0.58265,0.6578,0.55682,0.5233625,0.433222222,0.3574
1.61,0.5826,0.65782,0.556852,0.52345,0.433277778,0.3575
1.611,0.58265,0.65787,0.55692,0.523475,0.433422222,0.3574
1.612,0.5827,0.65793,0.55696,0.5235,0.433522222,0.3573
1.613,0.58275,0.65795,0.556956,0.523575,0.433588889,0.3573
1.614,0.58285,0.65807,0.557048,0.523725,0.433677778,0.3575
1.615,0.58295,0.6582,0.5572,0.5238875,0.4337,0.3576
1.616,0.58295,0.65826,0.557264,0.524,0.433655556,0.3577
1.617,0.583,0.65842,0.557404,0.5240125,0.433688889,0.3579
1.618,0.5831,0.65856,0.557528,0.524075,0.433755556,0.358
1.619,0.58315,0.65866,0.557572,0.52415,0.4339,0.358
1.62,0.58325,0.65866,0.55756,0.5241875,0.434,0.3579
1.621,0.5835,0.65872,0.557652,0.52425,0.434155556,0.3581
1.622,0.58355,0.65872,0.55766,0.524325,0.434233333,0.3582
1.623,0.58365,0.65877,0.557748,0.5245,0.434311111,0.3582
1.624,0.5838,0.65884,0.55782,0.5245625,0.434388889,0.3583
1.625,0.5837,0.65887,0.557848,0.5245875,0.434388889,0.3583
1.626,0.58375,0.65898,0.557952,0.5247375,0.434477778,0.3583
1.627,0.58375,0.65911,0.557996,0.5247875,0.434555556,0.3584
1.628,0.5838,0.65923,0.558104,0.524925,0.4347,0.3585
1.629,0.5839,0.65916,0.558128,0.524975,0.434766667,0.3585
1.63,0.58415,0.65918,0.558192,0.5250375,0.434888889,0.3586
1.631,0.58415,0.65928,0.558268,0.5251375,0.434933333,0.3587
1.632,0.58405,0.65931,0.558288,0.52515,0.434911111,0.3588
1.633,0.5842,0.65936,0.558396,0.5251875,0.434944444,0.3588
1.634,0.5842,0.65932,0.558436,0.5251875,0.434966667,0.3588
1.635,0.58415,0.65942,0.558512,0.525325,0.434977778,0.3588
1.636,0.5841,0.65945,0.558548,0.525425,0.435,0.3587
1.637,0.58415,0.65952,0.558572,0.5254875,0.435055556,0.3588
1.638,0.5842,0.6597,0.55864,0.5256125,0.435188889,0.3591
1.639,0.58425,0.65975,0.558644,0.525675,0.4353,0.3594
1.64,0.5845,0.65983,0.558736,0.525725,0.435433333,0.3595
1.641,0.58465,0.65972,0.558776,0.5257625,0.435377778,0.3593
1.642,0.58495,0.65968,0.558844,0.5257625,0.435455556,0.3593
1.643,0.585,0.65964,0.558824,0.5258,0.435522222,0.3593
1.644,0.585,0.65968,0.55882,0.52585,0.435588889,0.3593
1.645,0.5849,0.65989,0.55896,0.5259125,0.435677778,0.3593
1.646,0.5848,0.65999,0.559024,0.525875,0.4357,0.3593
1.647,0.5849,0.6601,0.55912,0.5260125,0.435833333,0.3595
1.648,0.585,0.66015,0.559188,0.5260625,0.435855556,0.3597
1.649,0.5849,0.66011,0.559164,0.526025,0.435911111,0.3599
1.65,0.58485,0.66014,0.559212,0.5261,0.436066667,0.3602
1.651,0.58485,0.66007,0.559272,0.5261375,0.436188889,0.3604
1.652,0.5849,0.66002,0.559324,0.5260625,0.436266667,0.3605
1.653,0.5851,0.66003,0.55936,0.526075,0.436222222,0.3603
1.654,0.58515,0.66,0.559328,0.5261125,0.436133333,0.3603
1.655,0.5852,0.66004,0.559368,0.5261625,0.436166667,0.3602
1.656,0.5854,0.66016,0.559476,0.5263,0.436244444,0.36
1.657,0.5853,0.66025,0.559536,0.5263625,0.436422222,0.36
1.658,0.58515,0.66027,0.55958,0.5263875,0.436488889,0.36
1.659,0.5851,0.66028,0.559596,0.5264125,0.436522222,0.3602
1.66,0.5851,0.66024,0.559608,0.5264375,0.436544444,0.3605
1.661,0.5851,0.66021,0.559588,0.5265125,0.436477778,0.3606
1.662,0.5852,0.66025,0.559612,0.5266625,0.436533333,0.3606
1.663,0.5852,0.66023,0.559652,0.52665,0.436666667,0.3604
1.664,0.5852,0.66019,0.559648,0.5265875,0.4367,0.3602
1.665,0.58535,0.66026,0.559728,0.5266625,0.436755556,0.3606
1.666,0.5854,0.66024,0.559764,0.5266,0.436822222,0.3609
1.667,0.5852,0.66021,0.559724,0.5265375,0.436788889,0.3609
1.668,0.58515,0.6603,0.559792,0.52655,0.436811111,0.3611
1.669,0.5851,0.66039,0.559864,0.52655,0.436844444,0.361
1.67,0.5852,0.66029,0.55984,0.526525,0.436866667,0.3609
1.671,0.58545,0.66026,0.55984,0.52655,0.436955556,0.3611
1.672,0.5855,0.6603,0.559788,0.5265625,0.436966667,0.3611
1.673,0.5855,0.66034,0.559744,0.5265375,0.436933333,0.3608
1.674,0.58555,0.66033,0.5598,0.52655,0.437066667,0.3608
1.675,0.5855,0.66021,0.559816,0.5265375,0.437155556,0.3609
1.676,0.5853,0.66019,0.559856,0.526475,0.437144444,0.3611
1.677,0.5852,0.66029,0.56,0.526525,0.437166667,0.3613
1.678,0.58525,0.66028,0.560032,0.5265375,0.437111111,0.3613
1.679,0.5855,0.66022,0.56,0.5264625,0.437033333,0.3612
1.68,0.58545,0.66022,0.559984,0.5264,0.437044444,0.3612
1.681,0.58525,0.66017,0.5599,0.5263875,0.437133333,0.3611
1.682,0.5851,0.66022,0.559888,0.52655,0.437233333,0.3612
1.683,0.5849,0.6603,0.559876,0.5266125,0.437288889,0.3613
1.684,0.58495,0.66041,0.559932,0.526575,0.437322222,0.3613
1.685,0.5852,0.66038,0.56002,0.5266375,0.437366667,0.3614
1.686,0.58535,0.66032,0.5601,0.5265875,0.437333333,0.3615
1.687,0.58525,0.6603,0.560224,0.526575,0.437388889,0.3616
1.688,0.58525,0.66024,0.56024,0.5266625,0.437377778,0.3617
1.689,0.5853,0.66021,0.560284,0.52675,0.437444444,0.3617
1.69,0.58535,0.66015,0.5602,0.526525,0.437477778,0.3618
1.691,0.58535,0.66023,0.560264,0.526475,0.437488889,0.3619
1.692,0.58525,0.66041,0.560308,0.526525,0.437455556,0.3619
1.693,0.5852,0.66054,0.560344,0.5266625,0.437455556,0.362
1.694,0.5851,0.66058,0.560388,0.52675,0.437566667,0.3622
1.695,0.58505,0.66062,0.560472,0.526725,0.437633333,0.3621
1.696,0.5852,0.66058,0.560452,0.5266,0.437666667,0.362
1.697,0.58535,0.6606,0.56044,0.5265125,0.437722222,0.362
1.698,0.5853,0.6606,0.560404,0.5265125,0.437744444,0.3618
1.699,0.58535,0.66058,0.56044,0.52665,0.437733333,0.3615
1.7,0.5853,0.66042,0.560364,0.5266375,0.437666667,0.3616
1.701,0.5853,0.66029,0.560348,0.526625,0.437744444,0.3619
1.702,0.5854,0.6602,0.56044,0.5266,0.437877778,0.3623
1.703,0.58555,0.66019,0.560456,0.5265875,0.4379,0.3623
1.704,0.5857,0.66035,0.5605,0.5267,0.437866667,0.3624
1.705,0.58575,0.66037,0.560472,0.52675,0.437944444,0.3626
1.706,0.58565,0.66031,0.560404,0.5266,0.437955556,0.3626
1.707,0.5856,0.66038,0.560444,0.5265625,0.438044444,0.3626
1.708,0.5856,0.66043,0.560436,0.5265125,0.438055556,0.3622
1.709,0.58555,0.6604,0.560364,0.52645,0.438,0.3618
1.71,0.5855,0.66035,0.560408,0.52645,0.438055556,0.3619
1.711,0.58535,0.66023,0.560476,0.5265,0.438155556,0.3624
1.712,0.58525,0.66021,0.560516,0.52645,0.438177778,0.3626
1.713,0.5852,0.66029,0.560512,0.52645,0.438155556,0.3626
1.714,0.5852,0.66032,0.560408,0.5264875,0.438044444,0.3624
1.715,0.5852,0.66034,0.56038,0.5265,0.438022222,0.3624
1.716,0.5853,0.66028,0.56042,0.5264,0.437977778,0.3624
1.717,0.5856,0.66019,0.56044,0.5263375,0.437944444,0.3624
1.718,0.5856,0.66011,0.560336,0.526275,0.437988889,0.3621
1.719,0.5855,0.6599,0.560248,0.5262,0.438155556,0.362
1.72,0.58555,0.65977,0.56022,0.5261875,0.438188889,0.3621
1.721,0.58545,0.65978,0.560204,0.525975,0.438188889,0.362
1.722,0.58525,0.65975,0.560128,0.5256375,0.438055556,0.3621
1.723,0.5852,0.65982,0.560108,0.525575,0.4379,0.3626
1.724,0.58505,0.65976,0.560072,0.5255375,0.437822222,0.3628
1.725,0.58495,0.65967,0.560068,0.525575,0.437922222,0.3627
1.726,0.5849,0.65965,0.560044,0.525625,0.438033333,0.3628
1.727,0.5847,0.65965,0.560004,0.5255,0.4381,0.3627
1.728,0.58465,0.65956,0.559916,0.525325,0.438088889,0.3625
1.729,0.5849,0.65954,0.559916,0.5252375,0.438111111,0.3624
1.73,0.58475,0.65948,0.5599,0.5252375,0.438055556,0.3628
1.731,0.5844,0.65924,0.55966,0.5251375,0.437933333,0.3631
1.732,0.5845,0.65902,0.559516,0.524975,0.437822222,0.363
1.733,0.58465,0.65889,0.559472,0.524975,0.437766667,0.3631
1.734,0.5848,0.6588,0.559504,0.525,0.437755556,0.3631
1.735,0.5848,0.65877,0.55958,0.5249625,0.4378,0.363
1.736,0.5849,0.65885,0.5596,0.525,0.437888889,0.3633
1.737,0.5851,0.659,0.559532,0.525,0.438,0.3634
1.738,0.5851,0.65915,0.559544,0.5249125,0.438066667,0.363
1.739,0.5848,0.65919,0.5595,0.5247,0.438044444,0.3626
1.74,0.58455,0.65915,0.5595,0.524725,0.438077778,0.3625
1.741,0.58465,0.65907,0.559492,0.5248,0.438,0.3626
1.742,0.58505,0.65888,0.559368,0.5247875,0.437855556,0.3627
1.743,0.58525,0.65887,0.55936,0.524875,0.437822222,0.3629
1.744,0.5849,0.65892,0.559408,0.5249125,0.437888889,0.3629
1.745,0.58455,0.65895,0.559456,0.52485,0.437977778,0.3627
1.746,0.5845,0.65878,0.559392,0.5248,0.438055556,0.3628
1.747,0.5846,0.65863,0.559296,0.5247125,0.438133333,0.363
1.748,0.5849,0.65864,0.559176,0.5245,0.438233333,0.363
1.749,0.5852,0.6587,0.55912,0.5244375,0.438211111,0.3633
1.75,0.5852,0.65866,0.55922,0.5245875,0.4381,0.3636
1.751,0.585,0.65849,0.5593,0.524575,0.438,0.3633
1.752,0.58465,0.65837,0.55922,0.5245125,0.438011111,0.3629
1.753,0.58435,0.65837,0.559032,0.524525,0.437988889,0.3628
1.754,0.58425,0.65837,0.558748,0.5245125,0.437844444,0.363
1.755,0.58445,0.65848,0.55864,0.5246375,0.437788889,0.3634
1.756,0.58455,0.65843,0.558612,0.52445,0.437633333,0.3634
1.757,0.58475,0.65837,0.558692,0.524175,0.437555556,0.3629
1.758,0.58475,0.65824,0.5588,0.5241875,0.437855556,0.3629
1.759,0.58455,0.65801,0.558752,0.5243,0.437944444,0.3629
1.76,0.5845,0.65809,0.558736,0.52445,0.437866667,0.3626
1.761,0.5846,0.65813,0.55866,0.52455,0.437811111,0.3626
1.762,0.58485,0.65813,0.558624,0.524475,0.437744444,0.3631
1.763,0.58505,0.65815,0.5587,0.5244125,0.437777778,0.3639
1.764,0.5851,0.65807,0.558604,0.524375,0.437888889,0.3643
1.765,0.58495,0.6581,0.558604,0.524425,0.4379,0.3642
1.766,0.58485,0.65811,0.558648,0.524425,0.437755556,0.3639
1.767,0.58515,0.65812,0.558736,0.5244375,0.437633333,0.3637
1.768,0.58505,0.65809,0.558668,0.5243125,0.437577778,0.3635
1.769,0.5853,0.65812,0.558544,0.5241875,0.437566667,0.3631
1.77,0.58545,0.65815,0.558452,0.5241875,0.4377,0.3629
1.771,0.58505,0.65822,0.55844,0.524225,0.437855556,0.363
1.772,0.58505,0.6584,0.55856,0.5244,0.437988889,0.3631
1.773,0.585,0.65836,0.558512,0.5243625,0.438033333,0.3629
1.774,0.585,0.65836,0.558488,0.524325,0.438044444,0.3627
1.775,0.5853,0.65844,0.558484,0.524325,0.438011111,0.3627
1.776,0.58535,0.6585,0.55844,0.5243125,0.438188889,0.3629
1.777,0.5852,0.65847,0.558352,0.5243625,0.438388889,0.3631
1.778,0.58495,0.65823,0.558256,0.52445,0.438377778,0.3633
1.779,0.58485,0.65805,0.558288,0.5245375,0.438266667,0.3636
1.78,0.58495,0.65807,0.558428,0.524575,0.438233333,0.3639
1.781,0.58505,0.65828,0.558488,0.524625,0.4381,0.3638
1.782,0.58515,0.65861,0.558548,0.5248,0.437922222,0.3641
1.783,0.5851,0.65865,0.5585,0.52485,0.438055556,0.3643
1.784,0.58515,0.6586,0.558508,0.5248875,0.438333333,0.3639
1.785,0.5849,0.65834,0.558528,0.5247625,0.438344444,0.3633
1.786,0.58455,0.6581,0.558544,0.5246375,0.438144444,0.3631
1.787,0.5847,0.65824,0.558556,0.524625,0.438,0.3632
1.788,0.5849,0.65849,0.55856,0.524575,0.437888889,0.3635
1.789,0.58495,0.65863,0.55862,0.524625,0.438044444,0.3642
1.79,0.58515,0.65862,0.55868,0.524775,0.438166667,0.3648
1.791,0.5853,0.65872,0.558684,0.5249875,0.438177778,0.3647
1.792,0.5852,0.65872,0.558808,0.52505,0.438411111,0.3644
1.793,0.5849,0.6584,0.55902,0.524975,0.4389,0.3638
1.794,0.585,0.65822,0.55914,0.524925,0.439066667,0.3635
1.795,0.5854,0.65836,0.559176,0.52515,0.438922222,0.3643
1.796,0.5858,0.65839,0.55894,0.525375,0.438744444,0.3649
1.797,0.58535,0.6584,0.55856,0.525225,0.438466667,0.3649
1.798,0.5848,0.65846,0.558664,0.5251125,0.438355556,0.3648
1.799,0.5851,0.65828,0.558892,0.5251875,0.438522222,0.3652
1.8,0.5853,0.65809,0.55884,0.525175,0.438755556,0.3655
1.801,0.5853,0.6581,0.558844,0.52505,0.438944444,0.3648
1.802,0.58445,0.65564,0.556612,0.52425,0.438222222,0.3643
1.803,0.58475,0.65551,0.55662,0.5241625,0.438355556,0.3648
1.804,0.585,0.65537,0.556636,0.5241125,0.438477778,0.3651
1.805,0.585,0.65536,0.556704,0.5240625,0.438611111,0.3653
1.806,0.58495,0.65536,0.55674,0.5239875,0.438677778,0.3655
1.807,0.5849,0.65554,0.556836,0.524125,0.438677778,0.3653
1.808,0.58495,0.65577,0.556972,0.5243375,0.438755556,0.365
1.809,0.5849,0.6559,0.557016,0.524375,0.438844444,0.3647
1.81,0.5849,0.65597,0.557064,0.5244125,0.438866667,0.3645
1.811,0.58495,0.65602,0.557084,0.524425,0.438744444,0.365
1.812,0.585,0.65607,0.557116,0.5245,0.438666667,0.3657
1.813,0.58485,0.65603,0.557088,0.5246125,0.438633333,0.3658
1.814,0.58455,0.65604,0.55706,0.5246375,0.4387,0.3656
1.815,0.5844,0.65611,0.557028,0.5246,0.438811111,0.3655
1.816,0.5846,0.65618,0.557096,0.5246375,0.438833333,0.366
1.817,0.58485,0.65625,0.557176,0.5247,0.438866667,0.3665
1.818,0.58485,0.6561,0.557244,0.52475,0.438944444,0.3666
1.819,0.58485,0.6559,0.557304,0.5247625,0.438977778,0.3666
1.82,0.5849,0.65578,0.55726,0.52485,0.439077778,0.3663
1.821,0.58505,0.65569,0.55718,0.524925,0.439155556,0.366
1.822,0.5852,0.65566,0.5571,0.5249375,0.439166667,0.3661
1.823,0.5853,0.65566,0.55706,0.524925,0.439111111,0.3664
1.824,0.5853,0.65575,0.557124,0.5249375,0.439133333,0.3666
1.825,0.5852,0.6558,0.557188,0.524825,0.438977778,0.3667
1.826,0.585,0.65576,0.557204,0.5247375,0.438811111,0.3667
1.827,0.58495,0.65563,0.557128,0.5247,0.438744444,0.3665
1.828,0.585,0.65548,0.557064,0.5246625,0.438711111,0.3663
1.829,0.58505,0.65537,0.557044,0.52465,0.438788889,0.3662
1.83,0.585,0.65523,0.556984,0.524675,0.4388,0.3661
1.831,0.5848,0.65519,0.55694,0.5247125,0.438855556,0.3662
1.832,0.5847,0.65523,0.556844,0.5247,0.4389,0.3664
1.833,0.5846,0.65529,0.556804,0.5246375,0.438988889,0.3664
1.834,0.5846,0.65524,0.556752,0.5245625,0.439044444,0.3664
1.835,0.58465,0.65518,0.556656,0.5244625,0.439011111,0.3663
1.836,0.5849,0.65508,0.556656,0.52445,0.439044444,0.3662
1.837,0.58495,0.65501,0.556628,0.524425,0.439044444,0.3662
1.838,0.58465,0.65501,0.556528,0.5244875,0.438988889,0.3661
1.839,0.5843,0.65503,0.556408,0.5245125,0.438922222,0.3659
1.84,0.58425,0.65476,0.556292,0.5244625,0.438877778,0.366
1.841,0.58415,0.65434,0.55608,0.52435,0.438766667,0.3661
1.842,0.58425,0.65405,0.555984,0.524225,0.438655556,0.3661
1.843,0.5843,0.65387,0.5559,0.524075,0.438577778,0.366
1.844,0.58425,0.65371,0.555844,0.523975,0.438544444,0.3659
1.845,0.5839,0.65374,0.555808,0.5238375,0.438611111,0.3657
1.846,0.58355,0.65371,0.555756,0.5236375,0.438655556,0.3655
1.847,0.58365,0.65354,0.555604,0.523475,0.438533333,0.3655
1.848,0.5838,0.65334,0.555432,0.5233,0.438388889,0.3655
1.849,0.58365,0.65313,0.555208,0.5231,0.4383,0.3655
1.85,0.5834,0.65292,0.554944,0.5228875,0.438211111,0.3656
1.851,0.5832,0.65273,0.554768,0.522775,0.438077778,0.3656
1.852,0.5831,0.65253,0.554628,0.5226625,0.437966667,0.3655
1.853,0.5831,0.65226,0.554424,0.522475,0.437744444,0.3653
1.854,0.58305,0.65191,0.5542,0.5222375,0.437455556,0.3651
1.855,0.58275,0.65156,0.553908,0.522,0.4372,0.365
1.856,0.58225,0.65129,0.553548,0.521675,0.437022222,0.3647
1.857,0.58185,0.65094,0.553144,0.5212875,0.436766667,0.3643
1.858,0.5816,0.65057,0.552748,0.5209,0.436555556,0.3641
1.859,0.5814,0.65015,0.552372,0.52055,0.436311111,0.3639
1.86,0.58125,0.64976,0.551984,0.520125,0.435966667,0.3635
1.861,0.58115,0.6493,0.551504,0.51965,0.435544444,0.363
1.862,0.5809,0.64861,0.551012,0.519125,0.435144444,0.3629
1.863,0.58065,0.64792,0.550576,0.5186875,0.434844444,0.3629
1.864,0.5802,0.6471,0.549952,0.5180625,0.434433333,0.3626
1.865,0.57955,0.64629,0.549244,0.5173,0.433922222,0.362
1.866,0.5789,0.64542,0.54852,0.516525,0.433355556,0.3614
1.867,0.5784,0.6446,0.547776,0.515725,0.432755556,0.3612
1.868,0.57785,0.64367,0.546948,0.51485,0.4321,0.3608
1.869,0.57755,0.64266,0.546032,0.514075,0.431433333,0.3602
1.87,0.5772,0.64158,0.545044,0.5132375,0.430733333,0.3594
1.871,0.5762,0.64038,0.544036,0.512175,0.429955556,0.3586
1.872,0.575,0.6391,0.542956,0.5110125,0.429088889,0.3579
1.873,0.5739,0.63778,0.5417,0.509775,0.428033333,0.3568
1.874,0.57275,0.63638,0.540324,0.5085,0.426888889,0.3554
1.875,0.5716,0.63499,0.538956,0.50715,0.425688889,0.3543
1.876,0.5703,0.63343,0.537416,0.505675,0.424433333,0.3535
1.877,0.56915,0.63188,0.535868,0.504225,0.423155556,0.3526
1.878,0.56815,0.63015,0.534108,0.5025125,0.4218,0.3509
1.879,0.5671,0.62839,0.532324,0.5007375,0.420411111,0.3492
1.88,0.56595,0.62648,0.530372,0.4987375,0.418622222,0.3475
1.881,0.56485,0.62456,0.528432,0.49675,0.4169,0.3457
1.882,0.56315,0.62233,0.526164,0.494475,0.414833333,0.3439
1.883,0.5612,0.62003,0.523848,0.4921375,0.412755556,0.342
1.884,0.55935,0.61762,0.521396,0.4896875,0.410577778,0.3401
1.885,0.5576,0.61505,0.518832,0.487075,0.408288889,0.3384
1.886,0.55555,0.61229,0.516096,0.4843875,0.405911111,0.3365
1.887,0.5532,0.60923,0.51308,0.4814375,0.4034,0.3343
1.888,0.5508,0.60607,0.50994,0.4784,0.400766667,0.332
1.889,0.5481,0.60262,0.506584,0.4751875,0.397888889,0.3295
1.89,0.54545,0.59917,0.503212,0.4719375,0.394955556,0.327
1.891,0.5426,0.59543,0.49952,0.468325,0.391755556,0.3244
1.892,0.5397,0.59158,0.49574,0.46465,0.388522222,0.3218
1.893,0.5366,0.58764,0.491788,0.4608625,0.385233333,0.3188
1.894,0.5334,0.5837,0.487768,0.4569625,0.381933333,0.3157
1.895,0.53005,0.57957,0.48364,0.45295,0.378466667,0.3127
1.896,0.52665,0.57526,0.479456,0.44885,0.374944444,0.3096
1.897,0.52335,0.57115,0.475332,0.4448125,0.371411111,0.3065
1.898,0.52025,0.56723,0.47128,0.440825,0.367855556,0.3035
1.899,0.51715,0.56331,0.467268,0.4368875,0.364355556,0.3005
1.9,0.51395,0.5593,0.463268,0.4329375,0.3608,0.2973
1.901,0.5108,0.55543,0.45938,0.4290625,0.3573,0.2942
1.902,0.50795,0.55206,0.455972,0.4257,0.354255556,0.2918
1.903,0.505,0.54861,0.452512,0.4222625,0.351166667,0.2893
1.904,0.50265,0.54569,0.449452,0.41925,0.348566667,0.2872
1.905,0.5003,0.54288,0.446444,0.4163625,0.346055556,0.2851
1.906,0.49825,0.54042,0.443852,0.413825,0.343922222,0.2831
1.907,0.49665,0.53831,0.441588,0.4116,0.342077778,0.2813
1.908,0.4951,0.53648,0.439668,0.4096,0.340488889,0.2797
1.909,0.49375,0.53508,0.438128,0.4079125,0.339166667,0.2784
1.91,0.4926,0.53384,0.436776,0.406425,0.338022222,0.2773
1.911,0.4918,0.53304,0.435904,0.4055125,0.337344444,0.2764
1.912,0.49105,0.53234,0.435136,0.404625,0.336744444,0.2755
1.913,0.4909,0.5321,0.43488,0.4042125,0.336544444,0.2754
1.914,0.49075,0.53188,0.434644,0.4038125,0.336377778,0.2753
1.915,0.49095,0.53204,0.434728,0.4036875,0.3365,0.2755
1.916,0.49105,0.53227,0.434828,0.4036375,0.336677778,0.2758
1.917,0.4912,0.53276,0.435252,0.4038,0.337122222,0.2758
1.918,0.4913,0.53339,0.435792,0.4040375,0.337688889,0.2757
1.919,0.4916,0.53416,0.436424,0.4043875,0.338288889,0.276
1.92,0.49215,0.53506,0.43716,0.404875,0.338988889,0.2765
1.921,0.49275,0.536,0.437968,0.405375,0.3397,0.277
1.922,0.49345,0.53687,0.438848,0.4058625,0.340422222,0.2774
1.923,0.4942,0.5378,0.4398,0.406425,0.341166667,0.2779
1.924,0.49485,0.53877,0.440772,0.4072125,0.342144444,0.2788
1.925,0.4955,0.5397,0.441756,0.40795,0.343088889,0.2796
1.926,0.4959,0.54067,0.442784,0.4085625,0.3439,0.2803
1.927,0.4964,0.54169,0.443852,0.409225,0.344744444,0.2811
1.928,0.49705,0.54265,0.444848,0.4098625,0.345611111,0.2815
1.929,0.4977,0.54365,0.44588,0.4105625,0.346533333,0.282
1.93,0.49855,0.54475,0.446992,0.411225,0.347477778,0.2825
