x,01_Soil,02_Dry_bush,03_Soil,04_Very_green_bush,05_Soil_with_crust,06_Soil_without_crust,07_Desert_pink_flowers,08_Brown_thorns,09_Very_dry_grass,10_Mix_of_soil_and_crust,11_Dense_desert_pink_flowers,12_Soil_with_crust,13_Rock_and_stones,14_Small_stones,15_Green-light_blue_bush,16_Very_dry_grass,17_Greenish_thorns,18_Bush,19_Sparse_dry_grass,20_Soil_with_crust,21_Acacia
0.7162 ,0.282700000,0.205125000,0.544566667,0.205233333,0.526700000,0.480475000,0.406566667,0.270700000,0.364933333,0.492400000,0.327866667,0.524766667,0.538825000,0.636925000,0.240333333,0.286366667,0.277066667,0.293725000,0.392033333,0.506000000,0.264780000
0.7175 ,0.283833333,0.205675000,0.545000000,0.208933333,0.527366667,0.481400000,0.409266667,0.272266667,0.366566667,0.492966667,0.330166667,0.524700000,0.539375000,0.637800000,0.247566667,0.288133333,0.284733333,0.296050000,0.393466667,0.507500000,0.271280000
0.7188 ,0.285333333,0.206650000,0.546066667,0.213800000,0.528933333,0.482900000,0.412466667,0.274333333,0.368733333,0.494100000,0.333100000,0.525266667,0.540400000,0.639325000,0.256033333,0.290233333,0.293233333,0.298625000,0.395300000,0.509433333,0.278540000
0.7202 ,0.286266667,0.207200000,0.546333333,0.218600000,0.529733333,0.483750000,0.414566667,0.275966667,0.370233333,0.494600000,0.335700000,0.525700000,0.540925000,0.640225000,0.264466667,0.291833333,0.301100000,0.300600000,0.396600000,0.510333333,0.285300000
0.7215 ,0.286833333,0.207550000,0.546366667,0.222833333,0.529933333,0.484025000,0.415800000,0.276900000,0.371133333,0.494966667,0.337933333,0.526166667,0.541475000,0.640225000,0.271700000,0.292766667,0.307700000,0.301950000,0.397000000,0.510033333,0.290740000
0.7228 ,0.287433333,0.207875000,0.546600000,0.226633333,0.529933333,0.484350000,0.417166667,0.277766667,0.372133333,0.495333333,0.339833333,0.526500000,0.541975000,0.640250000,0.278433333,0.293700000,0.314166667,0.303350000,0.397533333,0.509900000,0.295900000
0.7241 ,0.288400000,0.208425000,0.547200000,0.230800000,0.530400000,0.485050000,0.418966667,0.279066667,0.373466667,0.496033333,0.341833333,0.526966667,0.542725000,0.640675000,0.285533333,0.295000000,0.321033333,0.305050000,0.398433333,0.510366667,0.301280000
0.7254 ,0.289500000,0.209125000,0.547833333,0.235266667,0.531166667,0.486025000,0.421100000,0.280600000,0.375100000,0.496766667,0.344033333,0.527333333,0.543525000,0.641500000,0.293066667,0.296566667,0.328233333,0.306975000,0.399700000,0.511366667,0.307000000
0.7268 ,0.290233333,0.209500000,0.547966667,0.239566667,0.531533333,0.486550000,0.422566667,0.281866667,0.376300000,0.497133333,0.345766667,0.527600000,0.544000000,0.642050000,0.300166667,0.297833333,0.334866667,0.308625000,0.400600000,0.511900000,0.312160000
0.7281 ,0.291133333,0.210000000,0.548400000,0.243833333,0.531966667,0.487075000,0.423966667,0.283066667,0.377533333,0.497666667,0.347566667,0.528000000,0.544575000,0.642450000,0.306966667,0.299000000,0.341100000,0.310125000,0.401400000,0.512166667,0.316980000
0.7294 ,0.291900000,0.210425000,0.548633333,0.248266667,0.532500000,0.487825000,0.425500000,0.284400000,0.378933333,0.498266667,0.349466667,0.528566667,0.545325000,0.643050000,0.313833333,0.300333333,0.347200000,0.311575000,0.402333333,0.512666667,0.321660000
0.7307 ,0.292833333,0.210950000,0.549033333,0.252666667,0.533166667,0.488575000,0.426966667,0.285733333,0.380366667,0.498833333,0.351333333,0.529166667,0.546050000,0.643650000,0.320533333,0.301566667,0.353133333,0.312950000,0.403266667,0.513066667,0.326200000
0.7320 ,0.293600000,0.211475000,0.549433333,0.257000000,0.533666667,0.489175000,0.428100000,0.286933333,0.381566667,0.499366667,0.353100000,0.529800000,0.546750000,0.644025000,0.326866667,0.302633333,0.358500000,0.314100000,0.403966667,0.513133333,0.330280000
0.7333 ,0.294233333,0.211850000,0.549700000,0.261000000,0.533933333,0.489575000,0.429100000,0.288033333,0.382700000,0.499866667,0.354766667,0.530466667,0.547450000,0.644225000,0.332500000,0.303566667,0.363300000,0.315075000,0.404466667,0.512933333,0.333840000
0.7347 ,0.294900000,0.212225000,0.549900000,0.264733333,0.534233333,0.490075000,0.430100000,0.289133333,0.383866667,0.500466667,0.356300000,0.531066667,0.548225000,0.644475000,0.337800000,0.304566667,0.367833333,0.316075000,0.405133333,0.512900000,0.337140000
0.7360 ,0.295666667,0.212650000,0.550266667,0.268300000,0.534566667,0.490675000,0.431266667,0.290266667,0.385066667,0.500966667,0.357833333,0.531633333,0.549000000,0.644750000,0.342766667,0.305633333,0.372300000,0.317100000,0.405800000,0.513000000,0.340280000
0.7373 ,0.296466667,0.213075000,0.550633333,0.271733333,0.535033333,0.491275000,0.432466667,0.291500000,0.386400000,0.501533333,0.359300000,0.532166667,0.549650000,0.645225000,0.347700000,0.306766667,0.376666667,0.318175000,0.406666667,0.513400000,0.343400000
0.7386 ,0.297266667,0.213475000,0.550900000,0.275000000,0.535300000,0.491675000,0.433500000,0.292600000,0.387500000,0.501833333,0.360666667,0.532433333,0.550100000,0.645675000,0.352266667,0.307900000,0.380733333,0.319200000,0.407466667,0.513700000,0.346280000
0.7399 ,0.298066667,0.213925000,0.551266667,0.278233333,0.535666667,0.492150000,0.434600000,0.293800000,0.388766667,0.502200000,0.362133333,0.532766667,0.550650000,0.646125000,0.356633333,0.309000000,0.384566667,0.320125000,0.408266667,0.514000000,0.348980000
0.7412 ,0.298866667,0.214350000,0.551600000,0.281266667,0.536200000,0.492825000,0.435800000,0.295033333,0.390066667,0.502766667,0.363633333,0.533366667,0.551350000,0.646550000,0.360600000,0.310100000,0.388066667,0.321025000,0.409000000,0.514200000,0.351480000
0.7425 ,0.299566667,0.214725000,0.551800000,0.284000000,0.536500000,0.493300000,0.436866667,0.296200000,0.391233333,0.503200000,0.364966667,0.533766667,0.551875000,0.646875000,0.364233333,0.311166667,0.391333333,0.321850000,0.409733333,0.514433333,0.353680000
0.7438 ,0.300366667,0.215075000,0.552100000,0.286500000,0.536766667,0.493850000,0.437966667,0.297433333,0.392466667,0.503666667,0.366366667,0.534233333,0.552550000,0.647300000,0.367600000,0.312300000,0.394433333,0.322725000,0.410533333,0.514766667,0.355760000
0.7451 ,0.301066667,0.215525000,0.552433333,0.288833333,0.537133333,0.494375000,0.439033333,0.298666667,0.393733333,0.504233333,0.367700000,0.534633333,0.553225000,0.647575000,0.370533333,0.313300000,0.397233333,0.323450000,0.411200000,0.514966667,0.357540000
0.7465 ,0.301866667,0.215875000,0.552766667,0.291000000,0.537466667,0.494900000,0.440166667,0.299800000,0.395000000,0.504666667,0.369000000,0.535000000,0.553825000,0.647975000,0.373333333,0.314400000,0.399900000,0.324200000,0.412000000,0.515266667,0.359260000
0.7478 ,0.302633333,0.216225000,0.553000000,0.292966667,0.537833333,0.495475000,0.441200000,0.301000000,0.396200000,0.505166667,0.370266667,0.535333333,0.554350000,0.648375000,0.375833333,0.315500000,0.402366667,0.324950000,0.412733333,0.515633333,0.360780000
0.7491 ,0.303500000,0.216675000,0.553466667,0.294766667,0.538100000,0.495775000,0.442166667,0.302100000,0.397366667,0.505466667,0.371366667,0.535533333,0.554775000,0.648775000,0.378166667,0.316633333,0.404666667,0.325625000,0.413500000,0.515866667,0.362220000
0.7504 ,0.304200000,0.216950000,0.553533333,0.296466667,0.538400000,0.496225000,0.443200000,0.303266667,0.398566667,0.505733333,0.372533333,0.535800000,0.555250000,0.649225000,0.380300000,0.317733333,0.406900000,0.326325000,0.414266667,0.516233333,0.363580000
0.7517 ,0.305033333,0.217350000,0.553900000,0.298033333,0.538766667,0.496775000,0.444266667,0.304466667,0.399866667,0.506200000,0.373766667,0.536166667,0.555850000,0.649575000,0.382200000,0.318833333,0.408866667,0.326900000,0.415000000,0.516500000,0.364760000
0.7530 ,0.305700000,0.217625000,0.554033333,0.299500000,0.539066667,0.497225000,0.445266667,0.305600000,0.401100000,0.506633333,0.374933333,0.536466667,0.556425000,0.649950000,0.383900000,0.319933333,0.410733333,0.327500000,0.415733333,0.516833333,0.365820000
0.7543 ,0.306433333,0.217950000,0.554166667,0.300800000,0.539200000,0.497625000,0.446166667,0.306733333,0.402266667,0.507033333,0.376066667,0.536800000,0.556900000,0.650300000,0.385433333,0.320966667,0.412466667,0.328075000,0.416433333,0.517000000,0.366760000
0.7556 ,0.307166667,0.218275000,0.554500000,0.301933333,0.539533333,0.498150000,0.447200000,0.307933333,0.403433333,0.507466667,0.377233333,0.537200000,0.557550000,0.650575000,0.386800000,0.322000000,0.413933333,0.328600000,0.417066667,0.517233333,0.367520000
0.7569 ,0.307466667,0.218250000,0.554400000,0.302300000,0.538900000,0.497925000,0.447500000,0.308333333,0.403966667,0.507633333,0.378000000,0.537366667,0.557875000,0.650175000,0.387166667,0.322566667,0.414700000,0.328850000,0.417233333,0.516566667,0.367520000
0.7582 ,0.307533333,0.217875000,0.554233333,0.302000000,0.537633333,0.497250000,0.447133333,0.308100000,0.404266667,0.507600000,0.378433333,0.537466667,0.558375000,0.648900000,0.386366667,0.322400000,0.414866667,0.328275000,0.416400000,0.514633333,0.366620000
0.7595 ,0.309000000,0.218550000,0.555866667,0.302533333,0.538133333,0.498125000,0.448766667,0.309166667,0.406300000,0.509066667,0.380100000,0.538900000,0.560600000,0.649325000,0.387166667,0.323500000,0.416633333,0.328650000,0.417100000,0.514500000,0.366780000
0.7608 ,0.310333333,0.219075000,0.556533333,0.303300000,0.539466667,0.499350000,0.450733333,0.311033333,0.408566667,0.510066667,0.381366667,0.539233333,0.561975000,0.650925000,0.388566667,0.325433333,0.418633333,0.329350000,0.418366667,0.515733333,0.367200000
0.7621 ,0.312933333,0.220625000,0.558633333,0.305400000,0.542766667,0.502125000,0.454533333,0.314600000,0.412233333,0.511900000,0.383800000,0.540466667,0.563950000,0.654350000,0.392200000,0.328933333,0.422066667,0.331400000,0.421666667,0.519633333,0.369400000
0.7634 ,0.312866667,0.220275000,0.557100000,0.306166667,0.542866667,0.501875000,0.454566667,0.315900000,0.412733333,0.510633333,0.383766667,0.538800000,0.562375000,0.655150000,0.393100000,0.330100000,0.422766667,0.331900000,0.422500000,0.520833333,0.370160000
0.7647 ,0.313466667,0.220700000,0.557033333,0.307300000,0.542833333,0.502050000,0.455100000,0.316933333,0.413466667,0.510500000,0.384733333,0.538666667,0.562175000,0.655250000,0.394200000,0.331066667,0.423900000,0.332425000,0.423133333,0.520933333,0.371260000
0.7660 ,0.313900000,0.220925000,0.556700000,0.308633333,0.542900000,0.502200000,0.455733333,0.318033333,0.414366667,0.510533333,0.385833333,0.538866667,0.562050000,0.655225000,0.395333333,0.331966667,0.424933333,0.332950000,0.423800000,0.521100000,0.372420000
0.7673 ,0.314233333,0.221150000,0.556433333,0.309633333,0.542533333,0.502100000,0.456033333,0.318766667,0.414966667,0.510633333,0.386766667,0.538933333,0.562050000,0.654625000,0.395900000,0.332366667,0.425600000,0.333150000,0.423933333,0.520566667,0.373200000
0.7686 ,0.314766667,0.221425000,0.556466667,0.310433333,0.542200000,0.502100000,0.456533333,0.319466667,0.415766667,0.510800000,0.387833333,0.539266667,0.562375000,0.654350000,0.396433333,0.333000000,0.426400000,0.333375000,0.424300000,0.520133333,0.373860000
0.7699 ,0.315400000,0.221750000,0.556600000,0.311200000,0.542133333,0.502275000,0.457200000,0.320366667,0.416766667,0.511133333,0.388900000,0.539600000,0.562850000,0.654325000,0.397066667,0.333833333,0.427300000,0.333725000,0.424733333,0.519900000,0.374420000
0.7712 ,0.316266667,0.222200000,0.557066667,0.311933333,0.542266667,0.502625000,0.458100000,0.321466667,0.417966667,0.511566667,0.390100000,0.539933333,0.563400000,0.654500000,0.397833333,0.334833333,0.428333333,0.334125000,0.425433333,0.520033333,0.375100000
0.7724 ,0.317033333,0.222550000,0.557166667,0.312600000,0.542433333,0.502950000,0.458866667,0.322500000,0.419166667,0.511866667,0.391166667,0.540200000,0.563850000,0.654700000,0.398466667,0.335866667,0.429333333,0.334550000,0.426033333,0.520200000,0.375680000
0.7737 ,0.317800000,0.222925000,0.557466667,0.313166667,0.542500000,0.503125000,0.459600000,0.323533333,0.420233333,0.511966667,0.392166667,0.540333333,0.564225000,0.654925000,0.399133333,0.336966667,0.430300000,0.334975000,0.426633333,0.520333333,0.376140000
0.7750 ,0.318400000,0.223125000,0.557333333,0.313800000,0.542733333,0.503525000,0.460533333,0.324633333,0.421500000,0.512400000,0.393266667,0.540600000,0.564700000,0.655200000,0.399766667,0.338000000,0.431266667,0.335375000,0.427266667,0.520633333,0.376640000
0.7763 ,0.319133333,0.223475000,0.557600000,0.314366667,0.542900000,0.503775000,0.461400000,0.325700000,0.422666667,0.512633333,0.394266667,0.540766667,0.565150000,0.655500000,0.400300000,0.339000000,0.432100000,0.335725000,0.427900000,0.520700000,0.377020000
0.7776 ,0.319833333,0.223775000,0.557666667,0.314933333,0.543033333,0.504025000,0.462200000,0.326766667,0.423800000,0.512866667,0.395266667,0.540933333,0.565550000,0.655725000,0.400900000,0.340033333,0.433033333,0.336125000,0.428566667,0.520900000,0.377460000
0.7789 ,0.320600000,0.224075000,0.557833333,0.315533333,0.543133333,0.504350000,0.462966667,0.327866667,0.424933333,0.513166667,0.396300000,0.541100000,0.566025000,0.655950000,0.401466667,0.341100000,0.433900000,0.336500000,0.429166667,0.521000000,0.377880000
0.7802 ,0.321400000,0.224400000,0.558033333,0.316066667,0.543266667,0.504625000,0.463800000,0.328933333,0.426166667,0.513433333,0.397333333,0.541233333,0.566425000,0.656200000,0.402033333,0.342100000,0.434800000,0.336825000,0.429733333,0.521066667,0.378300000
0.7815 ,0.322100000,0.224700000,0.558100000,0.316533333,0.543300000,0.504800000,0.464566667,0.329933333,0.427266667,0.513600000,0.398266667,0.541366667,0.566750000,0.656400000,0.402533333,0.343133333,0.435566667,0.337150000,0.430300000,0.521100000,0.378640000
0.7828 ,0.322800000,0.224975000,0.558166667,0.317066667,0.543566667,0.505125000,0.465433333,0.331100000,0.428566667,0.513866667,0.399333333,0.541600000,0.567275000,0.656650000,0.403066667,0.344266667,0.436533333,0.337500000,0.430933333,0.521333333,0.379120000
0.7840 ,0.323600000,0.225325000,0.558366667,0.317566667,0.543833333,0.505500000,0.466366667,0.332233333,0.429766667,0.514166667,0.400400000,0.541800000,0.567825000,0.656900000,0.403600000,0.345300000,0.437400000,0.337900000,0.431600000,0.521466667,0.379480000
0.7853 ,0.324266667,0.225600000,0.558366667,0.317966667,0.543900000,0.505750000,0.467233333,0.333300000,0.430966667,0.514433333,0.401366667,0.541933333,0.568200000,0.657150000,0.404033333,0.346333333,0.438400000,0.338300000,0.432200000,0.521633333,0.379880000
0.7866 ,0.325033333,0.225925000,0.558600000,0.318233333,0.543966667,0.505900000,0.467933333,0.334266667,0.432066667,0.514633333,0.402200000,0.541966667,0.568525000,0.657325000,0.404366667,0.347366667,0.439200000,0.338675000,0.432733333,0.521666667,0.380080000
0.7879 ,0.325633333,0.226125000,0.558466667,0.318500000,0.543933333,0.506050000,0.468700000,0.335266667,0.433133333,0.514733333,0.403000000,0.541933333,0.568825000,0.657600000,0.404766667,0.348466667,0.440100000,0.339075000,0.433333333,0.521900000,0.380400000
0.7892 ,0.326433333,0.226500000,0.558666667,0.318866667,0.544033333,0.506325000,0.469566667,0.336300000,0.434366667,0.514966667,0.403966667,0.542033333,0.569150000,0.657725000,0.405133333,0.349500000,0.440933333,0.339375000,0.433833333,0.522033333,0.380740000
0.7904 ,0.327133333,0.226700000,0.558666667,0.319333333,0.544233333,0.506575000,0.470400000,0.337433333,0.435600000,0.515200000,0.404900000,0.542133333,0.569550000,0.657975000,0.405600000,0.350566667,0.441800000,0.339725000,0.434400000,0.522166667,0.381080000
0.7917 ,0.327966667,0.227100000,0.558900000,0.319866667,0.544300000,0.506800000,0.471166667,0.338500000,0.436800000,0.515400000,0.405933333,0.542266667,0.569950000,0.658200000,0.406166667,0.351600000,0.442700000,0.340075000,0.435066667,0.522300000,0.381560000
0.7930 ,0.328633333,0.227350000,0.558966667,0.320500000,0.544433333,0.506975000,0.471900000,0.339566667,0.437833333,0.515533333,0.406900000,0.542366667,0.570275000,0.658450000,0.406866667,0.352666667,0.443600000,0.340425000,0.435666667,0.522466667,0.382060000
0.7943 ,0.329266667,0.227675000,0.558866667,0.321066667,0.544600000,0.507200000,0.472700000,0.340700000,0.439100000,0.515766667,0.407900000,0.542533333,0.570750000,0.658625000,0.407400000,0.353666667,0.444433333,0.340750000,0.436166667,0.522433333,0.382420000
0.7955 ,0.329966667,0.227950000,0.558833333,0.321433333,0.544566667,0.507300000,0.473333333,0.341633333,0.440133333,0.515766667,0.408666667,0.542400000,0.570900000,0.658900000,0.407900000,0.354733333,0.445266667,0.341100000,0.436766667,0.522533333,0.382820000
0.7968 ,0.330600000,0.228225000,0.558866667,0.321766667,0.544633333,0.507475000,0.474000000,0.342666667,0.441233333,0.515966667,0.409566667,0.542433333,0.571150000,0.659150000,0.408333333,0.355833333,0.446166667,0.341525000,0.437333333,0.522733333,0.383160000
0.7981 ,0.331300000,0.228425000,0.558766667,0.322266667,0.544666667,0.507675000,0.474766667,0.343600000,0.442333333,0.516200000,0.410533333,0.542633333,0.571600000,0.659300000,0.408833333,0.356866667,0.446966667,0.341800000,0.437800000,0.522700000,0.383500000
0.7994 ,0.332000000,0.228725000,0.558933333,0.322700000,0.544800000,0.507950000,0.475533333,0.344666667,0.443500000,0.516333333,0.411500000,0.542700000,0.572025000,0.659425000,0.409233333,0.357800000,0.447766667,0.342000000,0.438233333,0.522733333,0.383800000
0.8006 ,0.332700000,0.229025000,0.558966667,0.323000000,0.544700000,0.508000000,0.476166667,0.345566667,0.444566667,0.516300000,0.412266667,0.542666667,0.572200000,0.659500000,0.409466667,0.358733333,0.448433333,0.342225000,0.438633333,0.522633333,0.384020000
0.8019 ,0.333500000,0.229425000,0.559166667,0.323433333,0.544833333,0.508200000,0.476933333,0.346633333,0.445766667,0.516600000,0.413200000,0.542766667,0.572575000,0.659875000,0.410133333,0.359966667,0.449533333,0.342750000,0.439366667,0.522933333,0.384480000
0.8032 ,0.334100000,0.229650000,0.559100000,0.323866667,0.544766667,0.508175000,0.477500000,0.347566667,0.446800000,0.516533333,0.414000000,0.542666667,0.572800000,0.659975000,0.410600000,0.360900000,0.450233333,0.343025000,0.439833333,0.522900000,0.384840000
0.8044 ,0.334700000,0.229900000,0.558866667,0.324433333,0.544700000,0.508250000,0.478000000,0.348566667,0.447800000,0.516566667,0.414766667,0.542666667,0.573000000,0.660225000,0.411200000,0.361866667,0.451066667,0.343375000,0.440300000,0.522933333,0.385240000
0.8057 ,0.335366667,0.230200000,0.558900000,0.325033333,0.544900000,0.508450000,0.478733333,0.349666667,0.448900000,0.516800000,0.415800000,0.542833333,0.573450000,0.660350000,0.411766667,0.362766667,0.451800000,0.343575000,0.440833333,0.522766667,0.385660000
0.8070 ,0.335866667,0.230400000,0.558666667,0.325500000,0.544900000,0.508625000,0.479366667,0.350600000,0.450000000,0.516966667,0.416666667,0.542966667,0.573775000,0.660400000,0.412166667,0.363766667,0.452533333,0.343875000,0.441166667,0.522700000,0.385940000
0.8082 ,0.336533333,0.230625000,0.558666667,0.325833333,0.544800000,0.508650000,0.479966667,0.351533333,0.451033333,0.516966667,0.417466667,0.542900000,0.574000000,0.660500000,0.412400000,0.364666667,0.453133333,0.344075000,0.441600000,0.522600000,0.386140000
0.8095 ,0.337200000,0.230875000,0.558633333,0.325933333,0.544766667,0.508700000,0.480633333,0.352433333,0.452100000,0.517100000,0.418133333,0.542833333,0.574300000,0.660600000,0.412666667,0.365700000,0.454000000,0.344350000,0.442100000,0.522733333,0.386420000
0.8108 ,0.337900000,0.231150000,0.558666667,0.325933333,0.544666667,0.508750000,0.481200000,0.353300000,0.453100000,0.517100000,0.418633333,0.542600000,0.574500000,0.660700000,0.412800000,0.366766667,0.454866667,0.344725000,0.442533333,0.522866667,0.386600000
0.8120 ,0.338433333,0.231325000,0.558500000,0.325766667,0.544566667,0.508725000,0.481766667,0.354100000,0.454133333,0.517000000,0.419066667,0.542300000,0.574400000,0.660700000,0.412700000,0.367800000,0.455733333,0.345125000,0.443033333,0.523100000,0.386800000
0.8133 ,0.339266667,0.231575000,0.558733333,0.325666667,0.544600000,0.508975000,0.482733333,0.355133333,0.455266667,0.517300000,0.419533333,0.542100000,0.574725000,0.660800000,0.412566667,0.368766667,0.456633333,0.345525000,0.443566667,0.523300000,0.387020000
0.8145 ,0.339900000,0.231850000,0.558800000,0.325600000,0.544633333,0.509225000,0.483566667,0.356266667,0.456466667,0.517433333,0.420033333,0.541833333,0.574800000,0.661200000,0.412566667,0.369866667,0.457700000,0.346150000,0.444233333,0.523966667,0.387500000
0.8158 ,0.340866667,0.232325000,0.558900000,0.325700000,0.544800000,0.509400000,0.484433333,0.357366667,0.457733333,0.517466667,0.420600000,0.541500000,0.574850000,0.661550000,0.413000000,0.371200000,0.458833333,0.346700000,0.445100000,0.524666667,0.388140000
0.8170 ,0.341566667,0.232700000,0.558733333,0.326166667,0.545066667,0.509675000,0.485100000,0.358600000,0.458966667,0.517500000,0.421266667,0.541366667,0.575150000,0.661850000,0.413533333,0.372433333,0.459733333,0.347225000,0.445833333,0.525166667,0.388700000
0.8183 ,0.342300000,0.232950000,0.558633333,0.327000000,0.545400000,0.509875000,0.485833333,0.359833333,0.460266667,0.517633333,0.422166667,0.541533333,0.575500000,0.662325000,0.414400000,0.373566667,0.460500000,0.347525000,0.446500000,0.525333333,0.389240000
0.8196 ,0.343066667,0.233375000,0.558966667,0.327633333,0.545200000,0.509650000,0.485900000,0.360533333,0.460966667,0.517433333,0.422866667,0.541433333,0.575475000,0.662375000,0.415133333,0.374433333,0.461033333,0.347575000,0.446800000,0.524900000,0.389480000
0.8208 ,0.343066667,0.233200000,0.558133333,0.327933333,0.544666667,0.509325000,0.485966667,0.361000000,0.461666667,0.517233333,0.423400000,0.541433333,0.575700000,0.662025000,0.415200000,0.374866667,0.461233333,0.347500000,0.446700000,0.524100000,0.389360000
0.8221 ,0.344066667,0.233675000,0.558666667,0.328400000,0.544933333,0.509600000,0.486666667,0.362100000,0.462933333,0.517633333,0.424300000,0.541700000,0.576300000,0.662200000,0.415566667,0.375833333,0.462100000,0.347875000,0.447166667,0.524166667,0.389760000
0.8233 ,0.344400000,0.233900000,0.558233333,0.329100000,0.545300000,0.510000000,0.487400000,0.363433333,0.464266667,0.517800000,0.425066667,0.541800000,0.576800000,0.662525000,0.416166667,0.377000000,0.462833333,0.348250000,0.447766667,0.524466667,0.390280000
0.8246 ,0.345566667,0.234525000,0.558866667,0.329766667,0.545466667,0.510125000,0.488000000,0.364600000,0.465333333,0.517833333,0.425800000,0.541900000,0.577075000,0.662850000,0.417066667,0.378166667,0.463600000,0.348625000,0.448400000,0.524466667,0.390760000
0.8258 ,0.345900000,0.234600000,0.558366667,0.330000000,0.545000000,0.509775000,0.487933333,0.365100000,0.465933333,0.517533333,0.426100000,0.541666667,0.576850000,0.662725000,0.417133333,0.378866667,0.463800000,0.348600000,0.448566667,0.523900000,0.390740000
0.8271 ,0.346066667,0.234600000,0.557700000,0.330133333,0.544366667,0.509525000,0.487966667,0.365533333,0.466633333,0.517466667,0.426566667,0.541466667,0.576925000,0.662400000,0.417166667,0.379466667,0.464133333,0.348600000,0.448633333,0.523500000,0.390720000
0.8283 ,0.347033333,0.234975000,0.558100000,0.330433333,0.544500000,0.509675000,0.488400000,0.366566667,0.467766667,0.517633333,0.427000000,0.541700000,0.577275000,0.662575000,0.417433333,0.380400000,0.464833333,0.348875000,0.449066667,0.523300000,0.390960000
0.8296 ,0.347433333,0.235175000,0.557666667,0.331033333,0.545133333,0.510150000,0.489000000,0.367800000,0.469133333,0.517966667,0.427700000,0.541966667,0.577875000,0.662700000,0.417633333,0.381400000,0.465333333,0.349150000,0.449333333,0.523433333,0.391260000
0.8308 ,0.347900000,0.235425000,0.557633333,0.331500000,0.545066667,0.510125000,0.489266667,0.368733333,0.470066667,0.517933333,0.428133333,0.542000000,0.578100000,0.662900000,0.418033333,0.382233333,0.465733333,0.349375000,0.449766667,0.523333333,0.391540000
0.8320 ,0.348333333,0.235600000,0.557266667,0.331866667,0.544900000,0.510025000,0.489333333,0.369500000,0.470933333,0.517800000,0.428466667,0.541700000,0.578125000,0.663025000,0.418433333,0.383000000,0.466133333,0.349550000,0.450100000,0.523166667,0.391740000
0.8333 ,0.349033333,0.235900000,0.557266667,0.332533333,0.544933333,0.510225000,0.489900000,0.370500000,0.472000000,0.517933333,0.429133333,0.541766667,0.578550000,0.663175000,0.418900000,0.383933333,0.466500000,0.349675000,0.450433333,0.522900000,0.391940000
0.8345 ,0.349800000,0.236325000,0.557633333,0.333033333,0.544833333,0.510125000,0.490000000,0.371300000,0.472900000,0.517833333,0.429466667,0.541766667,0.578625000,0.663225000,0.419333333,0.384833333,0.466900000,0.349900000,0.450700000,0.522700000,0.392260000
0.8358 ,0.350100000,0.236425000,0.557066667,0.333533333,0.544566667,0.510075000,0.490233333,0.372200000,0.473800000,0.517833333,0.430066667,0.541766667,0.578750000,0.663450000,0.420033333,0.385766667,0.467533333,0.350150000,0.451200000,0.522600000,0.392640000
0.8370 ,0.350666667,0.236650000,0.556866667,0.334000000,0.544433333,0.509775000,0.490266667,0.372933333,0.474666667,0.517666667,0.430600000,0.541633333,0.578850000,0.663350000,0.420400000,0.386533333,0.468066667,0.350275000,0.451466667,0.522366667,0.392880000
0.8382 ,0.351400000,0.237075000,0.557066667,0.334733333,0.544666667,0.510025000,0.490766667,0.374000000,0.475800000,0.518066667,0.431433333,0.542066667,0.579400000,0.663275000,0.420733333,0.387366667,0.468600000,0.350425000,0.451700000,0.522000000,0.393140000
0.8395 ,0.352133333,0.237475000,0.557133333,0.335066667,0.544433333,0.509850000,0.490966667,0.374766667,0.476666667,0.517800000,0.431933333,0.541900000,0.579425000,0.663450000,0.421233333,0.388166667,0.469133333,0.350550000,0.452000000,0.521966667,0.393360000
0.8407 ,0.352533333,0.237625000,0.556900000,0.335600000,0.544300000,0.509850000,0.491266667,0.375533333,0.477466667,0.517833333,0.432533333,0.541933333,0.579625000,0.663225000,0.421433333,0.388800000,0.469433333,0.350575000,0.452066667,0.521266667,0.393340000
0.8420 ,0.352666667,0.237600000,0.556100000,0.336000000,0.544133333,0.509700000,0.491566667,0.376300000,0.478266667,0.517533333,0.432933333,0.541733333,0.579700000,0.663375000,0.421700000,0.389566667,0.469900000,0.350750000,0.452300000,0.521066667,0.393560000
0.8432 ,0.353366667,0.238000000,0.556333333,0.336466667,0.544000000,0.509675000,0.492066667,0.377066667,0.479233333,0.517600000,0.433500000,0.541733333,0.579850000,0.663425000,0.422500000,0.390600000,0.470833333,0.351225000,0.452866667,0.521200000,0.394100000
0.8444 ,0.354233333,0.238500000,0.556766667,0.337133333,0.544166667,0.509900000,0.492533333,0.378033333,0.480300000,0.517733333,0.434233333,0.541933333,0.580300000,0.663575000,0.422866667,0.391433333,0.471433333,0.351375000,0.453166667,0.520900000,0.394480000
0.8457 ,0.354600000,0.238675000,0.556500000,0.337633333,0.544133333,0.509950000,0.492966667,0.378933333,0.481233333,0.517833333,0.434966667,0.541800000,0.580550000,0.663550000,0.423233333,0.392166667,0.471933333,0.351525000,0.453500000,0.520800000,0.394720000
0.8469 ,0.354933333,0.238775000,0.556000000,0.337833333,0.543733333,0.509650000,0.492933333,0.379500000,0.481833333,0.517533333,0.435300000,0.541566667,0.580425000,0.663775000,0.423666667,0.393233333,0.472666667,0.351775000,0.453833333,0.520833333,0.395060000
