 x , Cluster6 , Cluster5 , Cluster4 , Cluster3 , Cluster2 , Cluster1 
2.1025,0.620004117,0.556744467,0.528171441,0.492760574,0.418599106,0.348479602
2.105,0.620418887,0.556849494,0.528519954,0.492828961,0.418880889,0.348426431
2.1075,0.620789918,0.556927221,0.528783171,0.49297606,0.419308266,0.348576734
2.11,0.62125424,0.557049615,0.528862103,0.493108644,0.419672241,0.348888053
2.1125,0.621798765,0.557278346,0.528826579,0.493224309,0.419919722,0.34902755
2.115,0.622271347,0.557652982,0.52889833,0.493404908,0.420142767,0.348976919
2.1175,0.62256666,0.558186094,0.529156391,0.493668318,0.420397341,0.349060441
2.12,0.622646447,0.558703999,0.529492358,0.493947997,0.420686564,0.349359797
2.1225,0.62259112,0.558760712,0.529793392,0.494206285,0.420976301,0.349572601
2.125,0.622680358,0.558224006,0.529960089,0.494465242,0.421173342,0.349554927
2.1275,0.623012447,0.557654511,0.529963326,0.494689201,0.421217177,0.349553932
2.13,0.623192635,0.557508646,0.529942704,0.494686501,0.421141875,0.34972559
2.1325,0.622908918,0.557689422,0.529991216,0.494341885,0.420968645,0.349819129
2.135,0.622396341,0.557942677,0.529950826,0.493888447,0.420624274,0.349582492
2.1375,0.621929645,0.557776182,0.529635258,0.493552067,0.42002689,0.349066979
2.14,0.621383377,0.556766803,0.528991426,0.493140342,0.419155878,0.348386718
2.1425,0.620539045,0.555287648,0.528016191,0.492382289,0.418085493,0.347555465
2.145,0.619416715,0.553961748,0.526766302,0.491393267,0.417008103,0.346560449
2.1475,0.618140937,0.55297873,0.525331302,0.490438692,0.416107076,0.345488161
2.15,0.616816704,0.552287853,0.523868591,0.489540612,0.415353523,0.344464619
2.1525,0.615534642,0.551676194,0.522566433,0.488575009,0.414593582,0.34343824
2.155,0.614351449,0.550830903,0.521414509,0.487517339,0.413795555,0.342236229
2.1575,0.613294158,0.549834397,0.52023696,0.486430054,0.413031055,0.340890977
2.16,0.612365998,0.549160835,0.519021348,0.485368996,0.412274911,0.339641685
2.1625,0.611543765,0.548923958,0.517952928,0.484378303,0.411385488,0.338624391
2.165,0.610838379,0.548716543,0.51712768,0.483461465,0.410330343,0.337819713
2.1675,0.610318371,0.548312817,0.516477801,0.482557042,0.409265461,0.337196716
2.17,0.609961181,0.54790852,0.515932135,0.481630872,0.408309953,0.336688644
2.1725,0.609525267,0.547645552,0.515446051,0.480724313,0.407459848,0.336147372
2.175,0.608859278,0.5473914,0.51496608,0.479849903,0.406715844,0.335411304
2.1775,0.608200578,0.54701928,0.514398391,0.47889351,0.406148579,0.334311639
2.18,0.607752811,0.546602133,0.513644988,0.477782986,0.405785209,0.332778712
2.1825,0.607199285,0.546231491,0.512626283,0.476759747,0.405385443,0.331205482
2.185,0.606148355,0.545832822,0.511296354,0.476078013,0.404674854,0.329884124
2.1875,0.604721758,0.545288358,0.509800457,0.475464156,0.403672502,0.328764509
2.19,0.603233911,0.54459867,0.508352519,0.47447978,0.402506376,0.327769709
2.1925,0.601801518,0.543807252,0.507061724,0.473225943,0.401179092,0.326822797
2.195,0.600409308,0.542767928,0.505931902,0.472086607,0.399621766,0.325846845
2.1975,0.598769678,0.541228524,0.504258634,0.470972967,0.397786059,0.324768288
2.2,0.596408851,0.539420426,0.500869385,0.469430553,0.395650301,0.32358283
2.2025,0.593692862,0.538020891,0.497269291,0.46743258,0.393454677,0.32235525
2.205,0.591905137,0.537323805,0.496054357,0.465500386,0.391723082,0.32130786
2.2075,0.591614384,0.537105457,0.496062185,0.46456092,0.390772378,0.320860746
2.21,0.592234723,0.537109147,0.496310913,0.465106786,0.390584147,0.321238648
2.2125,0.593336208,0.537288752,0.497012015,0.466602828,0.391279318,0.322293815
2.215,0.595021495,0.538042409,0.498369898,0.468422713,0.39333169,0.323839941
2.2175,0.597231945,0.539557343,0.500261612,0.469978377,0.396593472,0.325707998
2.22,0.599225164,0.541222284,0.502418061,0.470861994,0.399214595,0.327780572
2.2225,0.60034696,0.542444694,0.504227781,0.471289353,0.400736656,0.329908527
2.225,0.600867461,0.543349704,0.505152786,0.471574434,0.40139968,0.331765346
2.2275,0.601234523,0.544186884,0.505428709,0.471818806,0.401617687,0.333037664
2.23,0.601459251,0.544782423,0.505497029,0.47204135,0.401817088,0.333789742
2.2325,0.601402621,0.544835417,0.50547636,0.472152338,0.402099061,0.334220884
2.235,0.60108621,0.54437051,0.505338625,0.472028512,0.402413666,0.334439857
2.2375,0.600616853,0.543588115,0.505061466,0.471728318,0.402677957,0.334507085
2.24,0.600080104,0.542685248,0.504634826,0.471419831,0.402794553,0.334491831
2.2425,0.599539546,0.541765199,0.504198988,0.471162138,0.402776942,0.334468507
2.245,0.59892697,0.54084857,0.504017198,0.470917569,0.402734527,0.334467946
2.2475,0.598045825,0.539935473,0.504068086,0.470658541,0.402728481,0.334476074
2.25,0.597009665,0.539005988,0.503985949,0.470374038,0.402757463,0.334478506
2.2525,0.596376264,0.538133636,0.503667805,0.470087142,0.402784225,0.334463501
2.255,0.596368038,0.537548918,0.503481239,0.469875807,0.40271826,0.334442906
2.2575,0.59648281,0.537357889,0.503618935,0.469759734,0.402548658,0.334474349
2.26,0.596134142,0.537342644,0.50376335,0.469611065,0.402461321,0.33450809
2.2625,0.594979912,0.537240343,0.503622874,0.469273624,0.402579851,0.334182516
2.265,0.593486111,0.53679774,0.503230989,0.468566791,0.402729458,0.333274212
2.2675,0.592155601,0.535927052,0.502696829,0.467406346,0.402687174,0.332320197
2.27,0.590872074,0.534717608,0.502170152,0.466191309,0.402294001,0.331879292
2.2725,0.589350908,0.533267478,0.501706102,0.465376232,0.401447965,0.331558463
2.275,0.587417193,0.531692362,0.500624583,0.464804539,0.400310402,0.330956091
2.2775,0.584986079,0.530256736,0.49855143,0.464092149,0.399143915,0.330247573
2.28,0.582425296,0.529256349,0.496385572,0.463178672,0.398105338,0.329648857
2.2825,0.580333798,0.528425999,0.495115324,0.462187837,0.397276138,0.329150551
2.285,0.57870973,0.527137478,0.494618311,0.461111457,0.396531964,0.328590895
2.2875,0.577067664,0.525360802,0.493886705,0.459838773,0.395588897,0.327905272
2.29,0.575220674,0.523640996,0.492556512,0.458468775,0.394392516,0.327125323
2.2925,0.573333479,0.522283021,0.491015318,0.457335962,0.393151263,0.32628657
2.295,0.571567479,0.521244028,0.489544353,0.456548016,0.392042529,0.325424533
2.2975,0.570049159,0.520434721,0.488197643,0.455841699,0.391173221,0.324574735
2.3,0.568769632,0.51972441,0.486986404,0.454995797,0.390533396,0.323772707
2.3025,0.567434057,0.518989227,0.485871579,0.453948892,0.389873797,0.323058456
2.305,0.565853489,0.51813413,0.484811669,0.452730234,0.389043958,0.322483473
2.3075,0.564277182,0.517112012,0.483777756,0.451582849,0.388291261,0.322066284
2.31,0.562994716,0.516034816,0.482770275,0.450713899,0.387842397,0.321697902
2.3125,0.562105471,0.514991532,0.481908297,0.449993344,0.387499176,0.321254399
2.315,0.561581463,0.513756992,0.48130477,0.449229449,0.386985004,0.32068736
2.3175,0.560915856,0.5120952,0.480825483,0.448428497,0.386268472,0.319965738
2.32,0.559564933,0.510487373,0.480236569,0.447650915,0.385413835,0.319000412
2.3225,0.558418134,0.509659543,0.4792799,0.446733047,0.384479078,0.317704687
2.325,0.558777893,0.509284544,0.477710317,0.445418077,0.383512658,0.316338425
2.3275,0.556368561,0.508394372,0.475670208,0.443899666,0.382475106,0.315362014
2.33,0.549178224,0.506862805,0.473590787,0.442696893,0.381268889,0.314767945
2.3325,0.547921998,0.505316826,0.471728934,0.441845161,0.38002243,0.314132563
2.335,0.547920865,0.504022166,0.470150382,0.440870177,0.379096081,0.313237955
2.3375,0.546641776,0.50276979,0.468898913,0.439636529,0.378507069,0.312138273
2.34,0.545393851,0.501570402,0.467999265,0.438532617,0.377762384,0.310936581
2.3425,0.545060982,0.500857762,0.467420862,0.437803026,0.376605988,0.309790514
2.345,0.545392253,0.500907944,0.467025051,0.437321277,0.375337843,0.30881243
2.3475,0.546112613,0.501523598,0.466709044,0.436933804,0.374226094,0.307994241
2.35,0.547263314,0.502435311,0.466508362,0.43653606,0.373260195,0.307303467
2.3525,0.54886808,0.503363011,0.466458661,0.436081598,0.372397885,0.306684372
2.355,0.550653023,0.504086422,0.466497173,0.435725152,0.371667342,0.306097262
2.3575,0.552316296,0.504688306,0.466539484,0.435607803,0.371095717,0.305604829
2.36,0.553836407,0.505306411,0.466520951,0.435489665,0.370598875,0.305264501
2.3625,0.555253227,0.505812537,0.466385992,0.435037425,0.3700683,0.304874228
2.365,0.556253125,0.505991783,0.466095084,0.434310995,0.369535609,0.304152872
2.3675,0.556387839,0.505934174,0.465618573,0.433554999,0.36908793,0.30317559
2.37,0.555834362,0.505901044,0.464948588,0.432785029,0.368593225,0.302219574
2.3725,0.555112699,0.505923772,0.464096343,0.431859382,0.367777241,0.30132608
2.375,0.554383003,0.505842549,0.463153672,0.43078939,0.366680915,0.300341829
2.3775,0.553723045,0.505589071,0.462287717,0.42973813,0.36565106,0.299265416
2.38,0.553209198,0.505207593,0.461525399,0.428801784,0.364776877,0.298274786
2.3825,0.552828937,0.504782813,0.460700889,0.427976758,0.363784509,0.297415351
2.385,0.552429215,0.504452889,0.459712517,0.427156025,0.362574936,0.296522356
2.3875,0.551917248,0.504191453,0.458603988,0.426052782,0.36142369,0.295555551
2.39,0.551361023,0.503597919,0.457434756,0.424569377,0.360546083,0.29455248
2.3925,0.550790721,0.502408902,0.456261726,0.423156865,0.359891404,0.293551438
2.395,0.550050465,0.500948406,0.455139896,0.422209196,0.359361924,0.292590722
2.3975,0.548948003,0.499655277,0.454124225,0.421571151,0.358845388,0.291708625
2.4,0.54729108,0.49896836,0.453269666,0.420958515,0.35822613,0.290943444
2.4025,0.54729108,0.49896836,0.453269666,0.420958515,0.35822613,0.290943444
