seed,run_index,parent_run_index,run_overrides,metric,dominance,sunsal,vpgdu,gbm,mlp,kan
1,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.147508,0.075772,0.135058,0.093957,0.033311
1,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.105971,0.056189,0.098364,0.145817,0.038622
1,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.131369,0.069116,0.120030,0.124028,0.038325
1,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.002047,0.014929,0.006310,0.011762,0.011115
1,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001652,0.011787,0.004123,0.009017,0.009258
1,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001968,0.013660,0.005252,0.010701,0.010926
2,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.150514,0.072632,0.137917,0.092118,0.029394
2,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.096900,0.054978,0.089962,0.132405,0.031762
2,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.119499,0.069643,0.108969,0.123405,0.032628
2,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.002060,0.015082,0.006248,0.013050,0.010487
2,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001541,0.010984,0.004251,0.008708,0.008508
2,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001874,0.013555,0.005328,0.010412,0.009446
3,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.150637,0.071297,0.137967,0.075897,0.026007
3,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.094288,0.064290,0.088556,0.078612,0.035748
3,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.127956,0.061952,0.114719,0.100802,0.027592
3,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.002040,0.014900,0.006158,0.010411,0.010498
3,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001638,0.011743,0.004050,0.006309,0.008188
3,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.002011,0.013929,0.005867,0.009572,0.011397
4,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.149366,0.075205,0.137319,0.093613,0.028070
4,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.095247,0.053911,0.088636,0.124985,0.032771
4,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.136645,0.071501,0.123858,0.131830,0.036105
4,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.002057,0.015378,0.006307,0.010793,0.010521
4,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001583,0.011390,0.003842,0.007668,0.009965
4,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001912,0.013380,0.005784,0.009333,0.010778
